jerk_mean,x__mean_change,x__time_reversal_asymmetry_statistic__lag_1,x__time_reversal_asymmetry_statistic__lag_2,y__abs_energy,y__lempel_ziv_complexity__bins_100,"y__agg_linear_trend__attr_""intercept""__chunk_len_50__f_agg_""min""",y__c3__lag_1,"y__agg_linear_trend__attr_""intercept""__chunk_len_5__f_agg_""min""","x__cwt_coefficients__coeff_14__w_20__widths_(2, 5, 10, 20)",data_group
33185647.741655376,0.7523364485981309,2047279.37236534,4221787.581176471,86592211.0,0.25874125874125875,417.86666666666673,91000073.0796253,445.03368083400164,1179.955072634864,1
44431657.74740563,0.6935483870967742,1536232.3139158576,3044817.055374593,62969335.0,0.3247588424437299,366.28571428571433,91772145.9935275,441.2321428571429,1453.4549861269918,1
21068190.122732326,0.4917491749174918,1068248.5529801324,2150686.493333333,54101763.0,0.3059210526315789,350.07142857142856,75899310.62913907,365.958223162348,1437.2463676617115,1
35519371.02949663,0.9982905982905984,3145569.839041096,6245567.285223368,111209916.0,0.2798634812286689,415.06410256410254,83168189.34246576,458.0964250106823,1229.4370183139074,1
45517439.32794946,0.8078078078078078,1895672.6054216868,3812424.384848485,57383019.0,0.32335329341317365,355.5,71838960.10843374,425.2647058823529,1423.3750533862467,1
39107268.72289005,1.2373540856031129,3423007.859375,6961617.377952756,47006279.0,0.32558139534883723,387.38095238095235,78205338.671875,442.5703918722786,1191.9106394566065,1
49316306.32939965,1.0148698884758365,2679096.3097014925,5331389.82330827,52019956.0,0.32592592592592595,347.0,85530337.57462686,442.1117845117846,1634.198821935472,1
23276341.394694384,1.4537037037037035,4143729.1441860464,8378821.248826291,36235756.0,0.34101382488479265,375.8,68249252.73488373,407.11515151515147,1294.6267979105494,1
52944355.32582116,0.8741007194244604,2365770.949458484,4730501.410909091,51129613.0,0.3261648745519713,355.1428571428572,79490769.90252708,442.953007518797,1402.1551009496561,1
42477882.57172798,1.0407239819004526,3158521.1636363636,6757629.811926605,37382088.0,0.3108108108108108,359.4000000000001,69324773.74090908,406.327536231884,1285.3362628659054,1
44108950.30020911,1.209726443768997,3444899.5152439023,6739199.3742331285,61652399.0,0.3272727272727273,394.0,81478122.61890244,452.16327453640884,1423.0969218521855,1
60013628.75248562,0.6974789915966386,1738360.154494382,3449303.014124294,67985537.0,0.2709497206703911,347.41666666666674,83479288.84269662,429.24923896499234,1353.6893300218287,1
29809133.040937934,0.8512396694214877,2335464.3129139068,4677004.566445183,69865088.0,0.2590759075907591,309.46153846153845,39284317.7102649,346.1639344262295,1195.8666983797307,1
28920470.67986984,0.7432432432432432,1902053.2940038685,3806580.4660194176,88118519.0,0.2928709055876686,320.6363636363636,70614558.84526113,373.80989010989015,1294.1950658286655,1
58252152.77819342,0.7168141592920354,1204133.7692307692,2377019.970238095,64580773.0,0.3147058823529412,367.96428571428567,83949609.38165681,441.0652173913044,1246.979535774415,1
37364801.2113832,1.1616766467065869,2345892.7657657657,4704553.13897281,57349725.0,0.3402985074626866,401.25,71249666.84384385,444.6931518876208,1083.719479972024,1
44640127.19163784,1.43006993006993,4068933.0315789473,8198463.660777385,46202175.0,0.29965156794425085,368.2380952380952,64641738.03157895,398.12974868497946,1301.0274320537728,1
38976615.32837901,0.9602510460251046,3078948.28721174,6172300.372631579,85969286.0,0.3068893528183716,390.6,76573704.48846959,441.1307989690722,1272.9877985546375,1
36677534.24261548,0.9637096774193548,2139640.8785425103,4314447.869387755,43728417.0,0.30522088353413657,384.8,73947634.65182187,434.69882352941187,1234.9833112186648,1
36560344.63936933,1.025052192066806,3517538.416317992,7155126.966386555,81334102.0,0.29791666666666666,383.5090909090909,70051707.42677824,425.3144329896907,1311.4778849956492,1
18671049.93663931,1.1374407582938388,3075416.5904761907,6186015.567307693,37118334.0,0.41981132075471705,368.2,73441462.54285714,400.20084566596194,1450.663778297068,1
62742716.14574165,0.7304964539007093,1830064.8113879003,3533940.8387096776,55783136.0,0.3250883392226148,334.95238095238096,88686483.43772241,430.52208106473086,1689.7656852692462,1
37001773.36971699,0.7888888888888889,2326670.301115242,4654481.91011236,50124711.0,0.3357933579335793,362.8095238095239,79884649.66171004,437.86948051948053,1719.8561175174427,1
39053187.78529056,0.7990867579908676,1891204.02293578,3597321.4305555555,32974734.0,0.3136363636363637,360.6,58619452.29357798,419.7090909090909,1475.3042543543693,1
41759623.00321408,1.14540059347181,3173485.8125,6344262.853293412,54044039.0,0.33136094674556216,367.21428571428567,64288862.70238096,403.309462915601,1350.77580862465,1
42889572.87594489,1.2227488151658767,3567173.961904762,7443341.254807693,39006337.0,0.2971698113207547,391.4,79035672.61428571,424.7748414376321,1226.1744711364668,1
30982128.11607809,0.8674242424242424,3159655.0360531313,6433365.4704761915,90293910.0,0.32325141776937616,381.3636363636364,71022991.69639468,423.8118497619468,1342.8771145467813,1
30949828.663409933,1.4018264840182648,3660593.4724770635,7613494.305555556,36500049.0,0.3409090909090909,376.2,67714469.44495413,412.21515151515155,1176.811624829696,1
35206245.73789065,0.184053651266766,30652.14839671886,61435.99775952202,13636493.0,0.10424422933730454,56.5026455026455,1092418.4697986578,66.94473358116481,102.2298293878483,1
41314215.37648138,0.5905707196029777,305517.9465838509,612357.1506849314,8377400.0,0.1883519206939281,87.09803921568627,1123182.6832298136,109.98613951374688,327.83599837220174,1
41461133.75896252,0.5744308231173381,212324.2210526316,425197.9066901408,7254083.0,0.2167832167832168,67.02564102564102,1469670.8245614038,95.50974512743628,229.22706279293698,1
42526971.10304627,0.3305194805194805,314598.48667966214,629146.015614834,33806932.0,0.12199870214146658,105.73991935483869,3331660.1358024688,123.09149180499008,337.1540025837925,1
30161180.324960213,0.6152897657213316,443740.17901234573,889351.4777227724,82348953.0,0.2352216748768473,288.1960784313725,32437928.49012346,306.45211731258416,306.7560633792201,1
35774266.19616591,0.7490494296577946,414502.91221374046,826906.2884615384,19407966.0,0.26515151515151514,232.90476190476195,20040628.44274809,282.70440251572325,472.17063532021245,1
40218218.12128679,0.8181818181818182,689027.0644444445,1387013.049107143,35527824.0,0.2433628318584071,215.65454545454543,22278012.05555556,245.70520783564263,554.8980416600621,1
41670828.2712125,0.6528662420382165,501430.6905901117,1007035.7168,54232870.0,0.23370429252782196,243.83516483516485,25447949.43062201,266.41907261592297,412.9857646558277,1
17441695.98699352,1.5610465116279069,2070536.7959183676,4147460.2639296185,59784277.0,0.2898550724637681,236.7142857142857,75134823.62682216,292.82484472049686,419.85746125176627,1
30577353.96112767,1.2352941176470589,1023213.9270833335,2070642.3216783216,28281269.0,0.32068965517241377,269.42857142857144,30567408.246527776,298.3664523670368,476.41643755727404,1
22602425.23005392,1.9965277777777777,2958524.9512195117,5954766.754385965,56141746.0,0.3460207612456747,211.19047619047615,90346596.70034844,286.57451782583286,455.3320596272909,1
40569919.15582966,0.6963657678780774,1092005.8403755869,2183043.3058823533,67467474.0,0.2365339578454333,243.0058479532164,22482520.924882628,267.50190398476815,626.3256215923323,1
17151570.70568784,2.1217105263157894,4043809.2112211217,8102069.315614617,57480391.0,0.3213114754098361,247.4642857142857,85353598.15841584,298.6964569011105,563.7496041865658,1
34421027.61462111,1.1607515657620042,1802275.1673640169,3603984.87815126,46277243.0,0.28125,271.72727272727275,30035672.39539749,308.3109965635739,660.6108657976666,1
21626685.037321072,1.7267605633802816,3471578.121468927,7002907.505681817,64277379.0,0.30337078651685395,229.5833333333333,80590442.81073447,283.81544901065445,643.6698284168529,1
52101127.43036229,0.9850374064837906,1064440.8275,2139224.3844221104,29208004.0,0.2537313432835821,222.57777777777775,19958676.725,266.0674495633845,744.2253048645441,1
23315808.199702945,2.090909090909091,3578539.827044025,7182797.857594937,58109776.0,0.328125,196.57142857142856,81305799.3144654,278.0860576923077,482.38354078863256,1
43597101.99801645,1.0055248618784531,611890.4653739614,1233325.4930362115,26267462.0,0.2644628099173554,184.58333333333331,20175166.48199446,198.7164013328397,446.7055778074226,1
30536928.92056433,2.0,3167733.315614618,6359967.294314383,55279689.0,0.31683168316831684,192.4285714285714,82235075.45182724,267.50502379693285,449.3394557489789,1
37003643.76654306,1.82,2041722.9277108437,4107456.1902834014,26447102.0,0.3346613545816733,272.6190476190476,34313311.192771085,302.0301659125188,452.625314480812,1
25992839.44290665,2.2456747404844295,4113515.5625,8250964.552447553,52131863.0,0.3586206896551724,179.80952380952385,80650966.84027778,265.9479836353009,501.642875382308,1
60642254.94094619,1.3843283582089552,1473444.1161048692,3009863.2188679245,19774711.0,0.2825278810408922,198.57142857142856,20150358.61423221,262.65387205387213,362.40893470919576,1
26793879.24697626,2.0375,3280997.1410658313,6596542.798107255,64472679.0,0.3333333333333333,194.28571428571428,96752310.3322884,263.31328671328674,391.0554029628284,1
63517250.02601727,0.4652213188798554,637777.5732368897,1276837.277173913,76710029.0,0.13808664259927794,262.4891304347826,18852605.184448466,308.55766977740075,650.7906423652603,1
41204522.60531311,1.0769230769230769,1554011.6105263159,3189010.8727915194,24297903.0,0.3205574912891986,222.19047619047618,24736242.042105265,276.28345996493283,736.2246382415893,1
36168819.93757003,0.7982779827798278,1477801.4766009853,2952333.1246913583,74809301.0,0.2714987714987715,276.4705882352941,28380708.125615764,308.073694448601,592.9719905966269,1
28549600.23307865,1.156746031746032,1732405.7157057654,3463352.197604791,42197625.0,0.3108910891089109,262.6818181818182,24284650.91451292,293.0879440885265,679.6247063850124,1
45547288.01604536,0.8228346456692913,861887.258382643,1718334.6217821785,51898956.0,0.2200392927308448,281.6818181818182,32884760.56213018,326.40624405101846,704.7202046752504,1
38772008.859414585,0.5309734513274337,518947.46745562134,1051575.9107142857,31827782.0,0.2764705882352941,234.75,29192919.514792897,255.5268542199489,795.410355327095,1
37207813.9438552,1.123134328358209,1586988.9288389513,3202591.052830188,26914475.0,0.3048327137546468,247.47619047619045,31847020.142322093,312.77979797979793,898.2615925699321,1
40420688.44812063,0.7697841726618705,1029788.7153153152,2057227.8951175408,49575650.0,0.25314183123877915,262.7179487179488,26899453.59099099,281.49146649810365,950.3813153206813,1
37459664.21909696,1.3497109826589595,1759582.2376811597,3536241.2215743437,36315794.0,0.31412103746397696,293.32142857142856,34071067.58260869,337.51066398390344,635.7665326039963,1
25344020.62518935,2.0253968253968253,3820536.98089172,7648823.108974359,66210607.0,0.3227848101265823,229.17857142857144,100726434.63057324,301.1235576923077,540.3435863754022,1
48643929.42757583,1.3229571984435795,1566730.484375,3170522.9881889764,25585199.0,0.32945736434108525,256.6666666666667,31354198.46875,298.5573294629898,550.3799608439858,1
23347329.58111087,2.3784722222222223,4855275.212543554,9747802.69122807,63340275.0,0.3460207612456747,203.42857142857144,107270404.5923345,313.780829924021,461.7371262142504,1
34649087.92028279,1.393835616438356,1731732.467353952,3478552.6055363324,32830262.0,0.3515358361774744,294.2857142857143,37703449.395189,305.4661016949152,710.4621119851454,1
43796146.48348163,0.8854838709677421,1713366.3780290792,3427700.235008104,66282350.0,0.2705314009661836,292.06593406593413,35286327.13085622,335.64038095238095,857.8624283231703,1
51765149.93894176,1.5485074626865671,2149814.2209737827,4326899.2867924515,37517565.0,0.3234200743494424,321.6666666666667,52321810.72284644,375.2363636363636,710.0954544383916,1
50272046.56004491,0.8734177215189873,1297295.845177665,2640425.977040816,51646195.0,0.26262626262626265,319.25,47593172.2461929,360.95925925925934,716.3678912870149,1
43942990.48792791,1.5210084033613445,2548438.6713483147,5125722.971751411,52544468.0,0.329608938547486,297.0833333333333,56636467.13483146,360.56392694063925,707.7018343622373,1
25857896.39249381,0.56575682382134,714058.8233830845,1435237.97,156936020.0,0.2722772277227723,567.6888888888889,242719432.2661692,588.4884071062934,1002.441720058434,1
66992757.62959139,0.9523809523809524,2031531.6050955413,4079544.6538461535,99613743.0,0.17721518987341772,515.8214285714286,177483975.51273885,552.9144230769232,601.3931482414803,1
62252386.66530026,0.69140625,1178720.2700587085,2359653.8035363457,158304563.0,0.23586744639376214,542.5,172847203.08414873,584.9548170276325,1097.1677481297197,1
63164489.93639381,0.9282700421940928,1774012.661016949,3485825.803418804,70347438.0,0.25210084033613445,492.4,161125927.45338982,534.1828231292517,1186.0475201744548,1
42754297.20828771,0.9481865284974094,1732077.025974026,3511782.64229765,141681479.0,0.2790697674418605,563.5,221718598.6103896,605.3453424212918,843.9398489569597,1
47310852.77620084,0.9875346260387812,2868607.1525658807,5708597.771905424,246811485.0,0.2558782849239281,579.6666666666666,201050162.48682383,626.9685403873406,1087.46448031414,1
37272421.45351276,1.4697986577181208,3449328.2770270268,6946902.794520548,41903202.0,0.32,397.66666666666674,148787052.87837842,493.7634408602151,1147.3691813683315,1
61526819.79688214,1.1456140350877193,2765902.367311072,5506377.62962963,154629374.0,0.26970227670753066,500.64102564102564,141533901.5096661,535.6719640179911,1172.7821373953125,1
64602074.59409633,1.4052287581699343,3759214.2302631573,7618812.626666668,35440810.0,0.2857142857142857,396.1,110940103.44078948,461.883064516129,1085.9588940709875,1
28081930.143839113,1.2023809523809523,2197153.3293556087,4415074.978417266,130332963.0,0.32066508313539194,516.8,172500930.9307876,558.6393980848153,745.5018650964389,1
71875500.52541858,1.303225806451613,2972394.3636363638,5952062.842105263,42558821.0,0.2692307692307692,395.8,143537530.55194804,483.5,1097.0135620910698,1
35324813.99794948,1.4246153846153846,4135394.716049383,8368424.742236025,108068749.0,0.34662576687116564,518.0357142857142,191162403.89506173,562.6015377657169,1048.5796717223081,1
38909533.49897921,1.4143302180685358,3478345.40625,7035102.182389937,86869121.0,0.3136645962732919,462.32142857142856,140672975.503125,524.9258741258742,1083.1261019873327,1
69968609.18516007,1.9763779527559056,4298104.4523809515,8727132.096774194,32255290.0,0.296875,371.33333333333326,127262515.3809524,473.1282051282051,900.5624100827326,1
38940821.46213533,1.2011331444759208,3983125.513475177,7969938.423897582,195336074.0,0.2814710042432815,483.08333333333337,145624841.38865247,532.8521619225845,874.9467901674228,1
30193310.620404404,0.5702127659574469,898504.9517045454,1821497.2663817662,164147690.0,0.24362606232294615,457.6083333333333,112432621.96732956,491.0132965625923,732.3710913076001,1
62554530.30137347,0.9896193771626296,1779112.7504332757,3581246.6678260867,155278092.0,0.2383419689119171,471.7564102564102,139445181.92547658,508.6702033598585,788.8924256745868,1
49564525.18146998,1.1526548672566372,2040517.22616408,4116970.0155902007,132702983.0,0.271523178807947,473.4909090909091,159117133.52993348,524.8977544194936,873.5013129101726,1
42768187.538635,1.183431952662722,2054642.8961424327,4169784.0746268663,72188941.0,0.2890855457227139,435.28571428571433,98371420.08902076,463.55498721227616,860.504721338142,1
53788019.31342897,1.4484848484848485,2597273.313069909,5189606.889908257,84674656.0,0.3293051359516616,459.82142857142856,129769874.00607903,466.20807726075515,1001.3282129966087,1
42147302.33037796,0.8985200845665962,1341747.0508474577,2680323.2829787238,131397712.0,0.270042194092827,475.4909090909091,146474132.00635594,525.6967105263159,936.7826740077466,1
46526028.82293093,0.8187403993855606,1443162.8938461537,2896158.841049383,183100705.0,0.2469325153374233,504.1428571428572,149107116.7830769,542.5333102012492,768.6474948594598,1
39053240.01103769,0.9919786096256684,2444494.0,4901616.558389261,188410624.0,0.2349799732977303,465.94166666666666,126859939.28647923,515.9166445916114,769.6154211327887,1
30326224.28643169,0.5843520782396088,725834.3897058823,1480623.7118226604,107974281.0,0.2658536585365854,464.0,135563638.42647058,500.47869526888036,826.7091852145771,1
34357385.58305753,0.7089783281733746,1112293.8139534884,2216061.68118196,213240321.0,0.25193199381761977,493.1208791208791,190310376.42480618,548.1863769817968,923.9297598551448,1
46450305.82702571,1.2895622895622896,2005725.5574324324,4082494.782312925,83633477.0,0.3187919463087248,471.4285714285714,149724739.95945945,552.1158469945356,716.8703799009488,1
31332282.79157887,0.85385500575374,1929619.375576037,3858533.339491917,247405806.0,0.2517241379310345,501.77777777777777,152047465.84216592,533.2371756978654,793.3935936314249,1
35968929.35627467,0.8168373151308305,1536085.6753986331,3071861.525114156,275145162.0,0.2431818181818182,543.46783625731,175315103.90774488,569.9639830508474,605.4045411598859,1
28317493.55415879,1.1646489104116222,1556630.3276699032,3128782.292682926,141518282.0,0.27294685990338163,560.7111111111111,199904341.78398055,583.8321858864027,503.0448430139054,1
33030325.24262792,0.4900900900900901,1029452.1877256319,2065561.6630434785,179251462.0,0.2949640287769784,524.8333333333334,183975781.767148,570.8372313527183,1251.3099012892135,1
65293421.66029973,3.20945945945946,8591532.115646258,17372558.40689655,41767921.0,0.2684563758389262,365.66666666666674,149720359.65986395,486.50322580645167,242.24957815977248,1
32359315.161020763,0.9067055393586004,1199902.9385964912,2429572.629411765,114507934.0,0.3226744186046512,555.0714285714286,192277478.5380117,583.6960662525879,699.7341723285804,1
32156617.738457736,1.004366812227074,1486956.7089715537,2956021.927472528,164661023.0,0.2549019607843137,573.6727272727272,215540214.66520783,606.491584852735,778.1616739116118,1
53739420.93993164,0.7705345501955672,1541264.419060052,3090653.916230366,275265372.0,0.21484375,575.0441176470587,215708757.69712797,590.9633012149143,637.6669158997238,1
65766353.81914936,2.8091603053435112,6636409.353846154,13416264.484375,44756940.0,0.3181818181818182,462.6666666666666,198624716.43076923,555.2486772486773,536.7563211455981,1
30748615.55501452,0.7576086956521739,2039911.3656147984,4105299.331515812,319736152.0,0.24212812160694894,548.8263157894737,205691063.5788901,579.79197907585,817.0232418960184,1
65710429.52218568,3.016949152542373,7588520.820512821,15246992.139130436,45493554.0,0.3445378151260504,515.8333333333334,237646975.65811965,576.0633333333334,718.3424249089926,1
39483033.7323368,1.0354767184035476,2033350.9666666663,4101802.669642857,149052751.0,0.2809734513274336,511.83636363636367,190776343.10444444,553.1364070711898,957.078862995726,1
31908506.404742226,1.4318996415770608,4175142.156193896,8332882.882882883,152978579.0,0.3148479427549195,516.1666666666667,143750608.94434467,546.8525600505689,891.3268221245389,1
50395399.91275054,2.376068376068376,4388093.870689655,8906401.701754386,32416566.0,0.3644067796610169,387.0,145207186.93103448,488.8366666666666,720.0149427183377,1
39907981.68393709,0.9125683060109291,1764706.01459854,3465348.423076923,95847766.0,0.3490909090909091,382.1363636363637,73597853.59671533,442.6830466830467,317.62373347121985,1
36442278.86627547,1.1104972375690607,2923226.094095941,5899576.462962963,125022279.0,0.2996323529411765,448.54545454545456,110749180.09225091,477.22035029190994,965.8851982834019,1
40908117.717031024,0.620817843866171,1033070.906716418,2116424.360902256,54313576.0,0.3037037037037037,338.1904761904761,91516512.54477613,382.60269360269365,1201.684988444601,1
29745344.9784526,0.9952153110047848,1954230.0384615385,4115198.54368932,47782605.0,0.3523809523809524,420.0,108809503.95673075,454.14617940199344,1006.324767783459,1
26891367.92324965,1.2872928176795577,2870655.138504155,5694156.384401115,73955714.0,0.349862258953168,420.5,92169478.77562326,447.6201406886338,962.9671661693317,1
25514362.84675267,1.236842105263158,2368100.55506608,4876538.386666667,49456256.0,0.3842794759825328,418.4,100550938.50660792,445.10823311748385,980.274717310242,1
49542852.5362694,0.011494252873563218,108574.7297438578,207067.409733124,290382810.0,0.21201044386422974,445.7397435897436,61894841.07527444,481.8300016318538,1152.5486472125551,1
29020747.373257354,1.0660377358490567,1626349.8767772513,3269428.6794258375,20871260.0,0.3380281690140845,255.0,30888106.587677725,277.7082452431289,1008.8299220545016,1
38681289.534411535,0.9601226993865032,1979766.9692307687,3958267.356037152,31779083.0,0.3394495412844037,279.35714285714283,30727305.63076923,296.92220714608766,1160.0819760521815,1
51555779.09707097,1.1203007518796992,2186019.3886792455,4492604.539923955,33907696.0,0.3258426966292135,325.1904761904761,45833405.35471698,356.04579124579124,853.2994384582782,1
29242807.5763176,1.16,2444401.502008032,4984032.64777328,34964751.0,0.3346613545816733,313.42857142857144,52514283.10040161,340.04826546003017,1012.5197225163768,1
17160095.09640511,1.0223214285714286,1892264.372197309,3849591.701357466,33249433.0,0.37333333333333335,307.8,57026300.49327354,351.5420289855073,1007.1662998801683,1
45940856.98283157,1.3824884792626728,2745851.0185185187,5409095.308411215,31926115.0,0.3807339449541284,306.0,56669484.27314815,364.70303030303035,971.9706981495799,1
42020231.74581248,1.0,2395380.87613293,4943847.443768997,42825614.0,0.3003003003003003,314.89285714285717,46356645.39577039,359.82835820895525,1191.8568559751989,1
32027280.71712635,1.1371237458193981,2360644.3288590605,4756950.939189189,44871910.0,0.38333333333333336,274.6190476190476,58376995.11073826,343.8371584699453,1097.9111793406632,1
32339988.73916478,0.9030172413793104,2018066.1231101512,3908168.89154013,68655207.0,0.34623655913978496,285.1818181818182,57263761.74730022,360.24388011896593,507.888765032847,1
17801759.45343412,1.286885245901639,2192552.8477366255,4425261.892116183,26994560.0,0.3836734693877551,281.6,36664271.32510288,319.4897959183673,880.5853146076303,1
34192754.5930486,0.92578125,1804339.0782778861,3474595.6149312383,69930358.0,0.3489278752436647,308.59090909090907,50913773.57142858,365.935212845407,607.9695688527081,1
36212734.51867508,1.0329670329670328,2566133.4008810567,5090302.712389382,63910211.0,0.3004385964912281,340.12727272727267,52843973.20264317,383.25035063113603,1147.2939199325085,1
43912400.66619634,0.8003731343283582,1645940.1981308411,3221298.9981238274,74768331.0,0.3426443202979516,305.95454545454544,52632991.4317757,373.22120285423034,483.9835806482855,1
36956172.41103375,0.8911392405063291,1780737.3045685282,3589471.3928571427,55799186.0,0.2954545454545455,361.58333333333326,53091205.05076142,382.1240740740741,1045.1755987633373,1
37045141.65147463,1.4031890660592254,3082925.1963470317,6173075.853211009,73348516.0,0.4090909090909091,358.75555555555565,69160684.28538813,414.60035750766093,287.7432131960102,1
19706879.15257849,1.1904761904761905,1970967.550955414,3938922.038461538,49332454.0,0.3670886075949367,326.57142857142856,62117061.36305732,357.2110576923077,859.3190972736634,1
32983198.172528625,1.1333333333333333,2500941.370535714,5043399.995495495,35621636.0,0.33628318584070804,360.2000000000001,62783085.15625,386.0601295097132,1271.503643161394,1
46231271.66221379,1.1189024390243902,2074775.9541284402,4182393.089230769,50734335.0,0.3282674772036474,360.6428571428572,60781835.72171254,383.7951153324288,956.8116512172772,1
12938756.133163072,1.2716763005780347,2102856.3139534886,4248247.1294117635,31648794.0,0.3620689655172414,394.1,77669861.89534883,405.6476190476191,968.0051869428917,1
35814669.50397816,1.0432432432432432,1707312.5489130437,3482587.675824176,33239649.0,0.3602150537634409,353.5,75808342.2771739,419.1862348178138,971.8638738251044,1
19669348.471159425,0.9206349206349206,1322274.6914893615,2670007.430107527,35854650.0,0.3578947368421053,353.8,82220981.74468085,422.1538461538462,1081.2894210437194,1
34158863.44551849,0.9365558912386708,1735774.915151515,3507080.698170732,57811829.0,0.3373493975903614,366.78571428571433,72884160.51212122,408.8871817383669,998.7460588605214,1
37551888.4367003,1.1675,2610317.7969924808,5173383.649874057,64719866.0,0.31421446384039897,361.9333333333333,64978286.89974938,386.6389641674194,966.4633153667653,1
39498931.36143777,0.9490909090909092,2497679.0455373405,5000804.751371115,94576735.0,0.3393829401088929,358.73076923076917,71843989.25136612,418.5672458172458,536.470755462833,1
37623943.96736004,1.1541666666666666,2143320.297071129,4311275.303797469,46511600.0,0.3402489626556017,380.4,85075270.25104603,402.7028571428571,1146.5520204981435,1
33918462.040586784,0.7309236947791165,1369201.1468812877,2661850.763636364,88635428.0,0.35470941883767537,350.29090909090905,75521742.80080482,419.77900990099016,535.15778403678,1
38547650.18815204,1.0894941634241244,2210868.6328125,4410849.2362204725,54915734.0,0.3217054263565892,383.9047619047618,98753387.96875,453.0493468795356,1333.300505134379,1
31326174.25859259,0.9237875288683602,2002131.2314814816,4029170.369767442,79834548.0,0.3271889400921659,391.8444444444444,79090840.11574075,421.4401776384535,1060.2445809069031,1
41852474.22308327,0.8831417624521073,2015455.161228407,3978927.606936416,88235446.0,0.3575525812619503,360.54545454545456,70099447.79270634,426.34663072776283,628.4019494712277,1
24131476.033380795,1.4201183431952662,2732080.970238095,5709312.34939759,24818227.0,0.3764705882352941,319.1,55969652.08333334,353.690756302521,1160.7099064484682,1
39922736.99699327,0.9089184060721064,2158749.0893536117,4238868.301526718,85895494.0,0.3598484848484849,351.72727272727275,66488932.63307985,417.9083054135072,612.4742509045698,1
54944302.67489027,1.0784313725490196,2056078.8721311481,4111176.237623762,58658317.0,0.2866449511400652,355.57142857142856,83926851.5737705,418.3717357910906,1257.350311191398,1
12325038.018798554,0.7905405405405406,1446920.333333333,2900518.7172413794,28142232.0,0.4161073825503356,338.1666666666667,82759957.45578231,380.810752688172,1151.787301584859,1
33440718.316465564,0.8385416666666666,1204931.2532637077,2417469.6036745408,59804580.0,0.2675324675324675,357.91666666666674,61381831.70757181,386.2757242757243,858.0637744606917,1
16197986.241338925,1.5496688741721854,2263820.546666667,4480063.243243244,23591464.0,0.4144736842105263,326.2,61430079.81333333,376.15120967741933,900.8217272811894,1
44816963.701852426,0.6722454672245467,1604112.1787709496,3167416.87114846,108371946.0,0.20612813370473534,378.45,59124649.90782123,396.95047892720316,1375.0163127711035,1
42836441.52663219,0.9842767295597484,1787383.220820189,3592056.7460317463,56345295.0,0.3793103448275862,292.67857142857144,74678943.22397476,390.74807692307695,947.8225167363316,1
36680392.49233134,0.5706713780918727,1280998.3628318585,2607081.8898756662,79402335.0,0.2204585537918871,363.6282051282051,52736347.72743363,392.33668954996176,1166.8729214403106,1
36469452.43518067,0.7404129793510325,1372506.6420118343,2768458.229166666,54900823.0,0.35,277.07142857142856,65348260.5739645,369.6291560102302,1053.8357545155338,1
